timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-20T10:40:17,self_healing_compiler,c140fd54-5309-4706-a8ec-46d5159c7da8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2836432079784572,2.557244215564835e-06,9.015707563704677e-06,42.5,0.0,3.0,3.348128359842425e-06,0.0,2.3625243067120517e-07,3.58438079051363e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:17,self_healing_compiler,d3eaf3a9-690e-45fa-a1e5-cd402f81128f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2770000419113785,2.497347542284606e-06,9.01569373438431e-06,42.5,0.0,3.0,3.269691753181785e-06,0.0,2.3073440999723977e-07,3.5004261631790243e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:18,self_healing_compiler,76233c28-10d4-450e-af62-6146cce2cad0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2794380839914083,2.5193544738892816e-06,9.015787819267834e-06,42.5,0.0,3.0,3.29852338780054e-06,0.0,2.327489583209778e-07,3.5312723461215177e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:18,self_healing_compiler,03075077-17eb-469f-94b2-6c8663ae27e0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2829011671710759,2.5505760129157e-06,9.01578469407062e-06,42.5,0.0,3.0,3.33937994776837e-06,0.0,2.356543058219057e-07,3.5750342535902754e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:19,self_healing_compiler,322fc014-8242-44a0-9e98-eaec1adbb9c0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3962429999373853,3.5725086412023477e-06,9.015953951910516e-06,42.5,0.0,3.0,4.677358159905352e-06,0.0,3.300757290950666e-07,5.0074338890004186e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:19,self_healing_compiler,842efaa3-9f9f-4016-8cea-2d892213e5bf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2943135420791805,2.6534788537532824e-06,9.015823176221382e-06,42.5,0.0,3.0,3.474104948367717e-06,0.0,2.451638541727637e-07,3.71926880254048e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:20,self_healing_compiler,1632d3bc-22e9-48e3-9bcb-5cdb86362012,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2969374579843133,2.676946979598785e-06,9.015187904451592e-06,42.5,0.0,3.0,3.504891864496232e-06,0.0,2.472712149998795e-07,3.7521630794961113e-06,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:40:20,self_healing_compiler,3f65a7a0-e5f9-4163-9700-0352c0843e46,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.5135635829064995,5.8729980398175945e-05,9.016566684372382e-06,42.5,0.0,3.0,7.689270640936836e-05,0.0,5.426616979918133e-06,8.23193233892865e-05,0.0,India,IND,karnataka,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,76.6029,13.8006,8.0,machine,2.6999999999999997,0,75.16666666666667,3.2667160034179688,N,1.0,0.0
2026-04-20T10:45:01,self_healing_compiler,db5df0b6-c121-4163-855b-433bd52172d0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3383037499152124,3.049932738679006e-06,9.015367814998791e-06,42.5,0.0,3.0,3.993192757803223e-06,0.0,2.817686457031717e-07,4.274961403506395e-06,0.0,India,IND,telangana,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,79.5782,17.9958,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-20T10:45:02,self_healing_compiler,6ce4c0a2-d403-46f3-a0da-e5e264ff6728,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3107665828429162,2.801695154716834e-06,9.015432512359324e-06,42.5,0.0,3.0,3.66818237655227e-06,0.0,2.588349307188764e-07,3.927017307271146e-06,0.0,India,IND,telangana,,,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M2,0.0,,79.5782,17.9958,8.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
